1.10.2012 15:20:17;101760;17;23;-3,3
1.10.2012 15:21:24;101760;18;22;-3,3
1.10.2012 15:21:49;101754;17;23;-3,3
1.10.2012 15:22:14;101760;17;23;-3,3
1.10.2012 15:22:39;101753;17;23;-3,3
1.10.2012 15:23:14;101751;17;23;-3,3
1.10.2012 15:23:41;101753;17;23;-3,3
1.10.2012 15:24:06;101754;17;23;-3,3
1.10.2012 15:24:31;101755;17;23;-3,3
1.10.2012 15:24:56;101752;18;23;-2,5
1.10.2012 15:25:34;101743;17;23;-3,3
1.10.2012 15:26:02;101756;18;23;-2,5
1.10.2012 15:26:27;101748;18;23;-2,5
1.10.2012 15:26:52;101753;18;23;-2,5
1.10.2012 15:27:17;101759;18;23;-2,5
1.10.2012 15:27:42;101753;18;23;-2,5
1.10.2012 15:28:07;101747;18;23;-2,5
1.10.2012 15:28:32;101757;18;23;-2,5
1.10.2012 15:28:57;101755;17;23;-3,3
1.10.2012 15:29:23;101747;18;23;-2,5
1.10.2012 15:29:48;101750;17;23;-3,3
1.10.2012 15:30:13;101750;17;23;-3,3
1.10.2012 15:30:38;101755;17;23;-3,3
1.10.2012 15:31:03;101766;18;23;-2,5
1.10.2012 15:31:28;101753;18;23;-2,5
1.10.2012 15:31:53;101757;18;23;-2,5
1.10.2012 15:32:18;101741;17;23;-3,3
1.10.2012 15:32:43;101738;17;23;-3,3
1.10.2012 15:33:08;101741;18;23;-2,5
1.10.2012 15:33:33;101735;17;23;-3,3
1.10.2012 15:33:58;101740;17;23;-3,3
1.10.2012 15:34:27;101735;18;23;-2,5
1.10.2012 15:34:52;101737;18;23;-2,5
1.10.2012 15:35:17;101735;17;23;-3,3
1.10.2012 15:35:48;101732;17;23;-3,3
1.10.2012 15:36:13;101733;18;23;-2,5
1.10.2012 15:36:38;101739;18;23;-2,5
1.10.2012 15:37:03;101735;17;23;-3,3
1.10.2012 15:37:28;101733;17;23;-3,3
1.10.2012 15:37:53;101733;17;23;-3,3
1.10.2012 15:38:18;101740;18;23;-2,5
1.10.2012 15:38:43;101739;17;23;-3,3
1.10.2012 15:39:08;101748;17;23;-3,3
1.10.2012 15:39:33;101735;18;23;-2,5
1.10.2012 15:39:58;101740;18;23;-2,5
1.10.2012 15:40:23;101748;17;23;-3,3
1.10.2012 15:40:48;101747;17;23;-3,3
1.10.2012 15:41:13;101748;18;23;-2,5
1.10.2012 15:41:38;101749;17;24;-2,5
1.10.2012 15:42:03;101743;18;23;-2,5
1.10.2012 15:42:28;101735;18;24;-1,7
1.10.2012 15:42:53;101745;17;24;-2,5
1.10.2012 15:43:18;101746;18;24;-1,7
1.10.2012 15:43:43;101752;18;24;-1,7
1.10.2012 15:44:08;101744;19;24;-1,0
1.10.2012 15:44:33;101746;16;25;-2,5
1.10.2012 15:44:58;101752;18;23;-2,5
1.10.2012 15:45:35;101743;18;24;-1,7
1.10.2012 15:46:01;101744;16;25;-2,5
1.10.2012 15:46:26;101747;19;24;-1,0
1.10.2012 15:46:52;101744;19;24;-1,0
1.10.2012 15:47:17;101750;18;24;-1,7
1.10.2012 15:47:42;101750;18;23;-2,5
1.10.2012 15:48:07;101751;17;25;-1,7
1.10.2012 15:48:32;101744;18;24;-1,7
1.10.2012 15:48:57;101745;18;24;-1,7
1.10.2012 15:49:22;101745;16;25;-2,5
1.10.2012 15:49:47;101749;16;25;-2,5
1.10.2012 15:50:12;101746;17;25;-1,7
1.10.2012 15:50:37;101749;17;25;-1,7
1.10.2012 15:51:02;101752;17;25;-1,7
1.10.2012 15:51:27;101738;17;25;-1,7
1.10.2012 15:51:52;101746;17;25;-1,7
1.10.2012 15:52:17;101748;16;25;-2,5
1.10.2012 15:52:42;101754;17;24;-2,5
1.10.2012 15:53:07;101746;17;25;-1,7
1.10.2012 15:53:32;101755;18;23;-2,5
1.10.2012 15:53:57;101756;18;24;-1,7
1.10.2012 15:54:22;101752;16;25;-2,5
1.10.2012 15:54:47;101744;17;25;-1,7
1.10.2012 15:55:12;101741;16;25;-2,5
1.10.2012 15:55:37;101754;17;24;-2,5
1.10.2012 15:56:02;101755;16;25;-2,5
1.10.2012 15:56:27;101741;17;25;-1,7
1.10.2012 15:56:52;101745;16;25;-2,5
1.10.2012 15:57:17;101735;16;25;-2,5
1.10.2012 15:57:42;101746;18;24;-1,7
1.10.2012 15:58:07;101749;16;25;-2,5
1.10.2012 15:58:32;101748;16;25;-2,5
1.10.2012 15:58:57;101743;18;24;-1,7
1.10.2012 15:59:22;101741;18;24;-1,7
1.10.2012 15:59:47;101740;19;24;-1,0
1.10.2012 16:00:12;101747;17;25;-1,7
1.10.2012 16:00:37;101744;17;24;-2,5
1.10.2012 16:01:02;101744;17;25;-1,7
1.10.2012 16:01:27;101748;18;24;-1,7
1.10.2012 16:01:52;101744;18;24;-1,7
1.10.2012 16:02:17;101735;17;25;-1,7
1.10.2012 16:02:42;101743;17;25;-1,7
1.10.2012 16:03:07;101744;18;24;-1,7
1.10.2012 16:03:32;101735;17;24;-2,5
1.10.2012 16:03:57;101737;16;25;-2,5
1.10.2012 16:04:22;101737;17;25;-1,7
1.10.2012 16:04:47;101740;17;25;-1,7
1.10.2012 16:05:12;101751;18;24;-1,7
