21.9.2012 00:00:05;1,7;0,6;1,7;1,4;1,5;102324;40;7;-5,6
21.9.2012 00:00:30;1,7;0,6;1,7;1,4;1,5;102330;40;7;-5,6
21.9.2012 00:00:55;1,7;0,6;1,7;1,4;1,5;102324;40;7;-5,6
21.9.2012 00:01:20;1,7;0,6;1,7;1,4;1,5;102331;40;7;-5,6
21.9.2012 00:01:45;1,7;0,6;1,7;1,4;1,5;102331;40;7;-5,6
21.9.2012 00:02:10;1,7;0,6;1,7;1,4;1,5;102322;41;7;-5,3
21.9.2012 00:02:35;1,7;0,6;1,7;1,4;1,5;102329;40;7;-5,6
21.9.2012 00:03:00;1,7;0,6;1,7;1,4;1,5;102330;40;7;-5,6
21.9.2012 00:03:25;1,7;0,6;1,7;1,4;1,5;102324;40;7;-5,6
21.9.2012 00:03:50;1,7;0,6;1,7;1,4;1,5;102324;40;7;-5,6
21.9.2012 00:04:15;1,7;0,6;1,7;1,4;1,5;102327;41;7;-5,3
21.9.2012 00:04:40;1,7;0,6;1,7;1,4;1,5;102320;40;7;-5,6
21.9.2012 00:05:05;1,7;0,6;1,7;1,4;1,5;102326;40;7;-5,6
21.9.2012 00:05:30;1,7;0,6;1,7;1,4;1,5;102328;40;7;-5,6
21.9.2012 00:05:55;1,7;0,6;1,7;1,4;1,5;102318;41;7;-5,3
21.9.2012 00:06:20;1,7;0,6;1,7;1,4;1,5;102326;40;7;-5,6
21.9.2012 00:06:45;1,7;0,6;1,7;1,4;1,5;102327;40;7;-5,6
21.9.2012 00:07:10;1,7;0,6;1,7;1,4;1,5;102319;41;7;-5,3
21.9.2012 00:07:35;1,7;0,6;1,7;1,4;1,5;102332;40;7;-5,6
21.9.2012 00:08:00;1,7;0,6;1,7;1,4;1,5;102323;41;7;-5,3
21.9.2012 00:08:25;1,7;0,6;1,7;1,4;1,5;102318;41;7;-5,3
21.9.2012 00:08:50;1,7;0,6;1,7;1,4;1,5;102329;41;7;-5,3
21.9.2012 00:09:15;1,7;0,6;1,7;1,4;1,5;102326;41;7;-5,3
21.9.2012 00:09:40;1,7;0,6;1,7;1,4;1,5;102320;41;7;-5,3
21.9.2012 00:10:05;1,7;0,6;1,7;1,4;1,5;102320;41;7;-5,3
21.9.2012 00:10:30;1,7;0,6;1,7;1,4;1,5;102328;41;7;-5,3
21.9.2012 00:10:55;1,7;0,6;1,7;1,4;1,5;102327;41;7;-5,3
21.9.2012 00:11:20;1,7;0,6;1,7;1,4;1,5;102326;41;7;-5,3
21.9.2012 00:11:45;1,7;0,6;1,7;1,4;1,5;102326;41;7;-5,3
21.9.2012 00:12:10;1,7;0,6;1,7;1,4;1,5;102316;41;7;-5,3
21.9.2012 00:12:35;1,7;0,6;1,7;1,4;1,5;102324;41;7;-5,3
21.9.2012 00:13:00;1,7;0,6;1,7;1,4;1,5;102327;41;7;-5,3
21.9.2012 00:13:25;1,7;0,6;1,7;1,4;1,5;102321;41;7;-5,3
21.9.2012 00:13:50;1,7;0,6;1,7;1,4;1,5;102320;42;7;-5,0
21.9.2012 00:14:15;1,7;0,6;1,7;1,4;1,5;102324;41;7;-5,3
21.9.2012 00:14:40;1,7;0,6;1,7;1,4;1,5;102318;41;7;-5,3
21.9.2012 00:15:05;1,7;0,6;1,7;1,4;1,5;102312;41;7;-5,3
21.9.2012 00:15:30;1,7;0,6;1,7;1,4;1,4;102310;41;7;-5,3
21.9.2012 00:15:55;1,7;0,6;1,7;1,4;1,4;102322;41;7;-5,3
21.9.2012 00:16:20;1,7;0,6;1,7;1,4;1,5;102316;41;7;-5,3
21.9.2012 00:16:45;1,7;0,6;1,7;1,4;1,5;102317;41;7;-5,3
21.9.2012 00:17:10;1,7;0,6;1,7;1,4;1,4;102314;41;7;-5,3
21.9.2012 00:17:35;1,7;0,6;1,7;1,4;1,4;102326;41;7;-5,3
21.9.2012 00:18:00;1,7;0,6;1,7;1,4;1,5;102310;41;7;-5,3
21.9.2012 00:18:25;1,7;0,6;1,7;1,4;1,5;102317;41;7;-5,3
21.9.2012 00:18:50;1,7;0,6;1,7;1,4;1,5;102308;41;7;-5,3
21.9.2012 00:19:15;1,7;0,6;1,7;1,4;1,5;102319;41;7;-5,3
21.9.2012 00:19:40;1,7;0,6;1,7;1,4;1,5;102307;41;7;-5,3
21.9.2012 00:20:05;1,7;0,6;1,7;1,4;1,5;102316;41;7;-5,3
21.9.2012 00:20:30;1,7;0,6;1,7;1,4;1,5;102319;41;7;-5,3
21.9.2012 00:20:55;1,7;0,6;1,7;1,4;1,4;102321;41;7;-5,3
21.9.2012 00:21:20;1,7;0,6;1,7;1,4;1,5;102315;41;7;-5,3
21.9.2012 00:21:45;1,7;0,6;1,7;1,4;1,5;102310;42;6;-5,9
21.9.2012 00:22:10;1,7;0,6;1,7;1,4;1,5;102308;42;6;-5,9
21.9.2012 00:22:35;1,7;0,6;1,7;1,4;1,5;102312;41;7;-5,3
21.9.2012 00:23:00;1,7;0,6;1,7;1,4;1,5;102324;42;7;-5,0
21.9.2012 00:23:25;1,7;0,6;1,7;1,4;1,5;102322;41;7;-5,3
21.9.2012 00:23:50;1,7;0,6;1,7;1,4;1,5;102312;41;7;-5,3
21.9.2012 00:24:15;1,7;0,6;1,7;1,4;1,5;102312;41;7;-5,3
21.9.2012 00:24:40;1,7;0,6;1,7;1,4;1,5;102312;41;7;-5,3
21.9.2012 00:25:06;1,7;0,6;1,7;1,4;1,5;102304;41;7;-5,3
21.9.2012 00:25:31;1,7;0,6;1,7;1,4;1,5;102312;41;7;-5,3
21.9.2012 00:25:56;1,7;0,6;1,7;1,4;1,5;102316;41;7;-5,3
21.9.2012 00:26:21;1,7;0,6;1,7;1,4;1,5;102313;41;7;-5,3
21.9.2012 00:26:46;1,7;0,6;1,7;1,4;1,4;102315;43;6;-5,6
21.9.2012 00:27:11;1,7;0,6;1,7;1,4;1,4;102308;41;7;-5,3
21.9.2012 00:27:36;1,7;0,6;1,7;1,4;1,4;102310;41;7;-5,3
21.9.2012 00:28:01;1,7;0,6;1,7;1,4;1,4;102309;41;7;-5,3
21.9.2012 00:28:26;1,7;0,6;1,7;1,4;1,4;102307;42;7;-5,0
21.9.2012 00:28:51;1,7;0,6;1,7;1,4;1,4;102302;41;7;-5,3
21.9.2012 00:29:16;1,7;0,6;1,7;1,4;1,4;102301;41;7;-5,3
21.9.2012 00:29:41;1,7;0,6;1,7;1,4;1,5;102306;41;7;-5,3
21.9.2012 00:30:06;1,7;0,6;1,7;1,4;1,5;102303;41;7;-5,3
21.9.2012 00:30:31;1,7;0,6;1,7;1,4;1,5;102314;41;7;-5,3
21.9.2012 00:30:56;1,7;0,6;1,7;1,4;1,5;102305;41;7;-5,3
21.9.2012 00:31:21;1,7;0,6;1,7;1,4;1,5;102308;42;6;-5,9
21.9.2012 00:31:46;1,7;0,6;1,7;1,4;1,5;102314;43;6;-5,6
21.9.2012 00:32:11;1,7;0,6;1,7;1,4;1,5;102312;41;7;-5,3
